age,job,marital,education,default,housing,loan,month,day_of_week,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,subscribe
52,technician,married,university.degree,no,no,yes,may,tue,-1.8,93.876,-40,0.668,yes
19,student,single,basic.9y,no,yes,no,may,tue,-1.8,93.876,-40,0.668,no
29,student,single,high.school,no,no,no,may,tue,-1.8,93.876,-40,0.668,no
51,services,married,high.school,no,no,no,may,tue,-1.8,93.876,-40,0.668,yes
32,student,single,unknown,no,yes,no,may,wed,-1.8,93.876,-40,0.672,yes
37,housemaid,married,university.degree,no,yes,no,may,wed,-1.8,93.876,-40,0.672,no
24,student,single,high.school,no,no,no,may,wed,-1.8,93.876,-40,0.672,yes
24,student,single,high.school,no,yes,no,may,wed,-1.8,93.876,-40,0.672,no
24,student,single,high.school,no,yes,no,may,wed,-1.8,93.876,-40,0.672,no
24,student,single,high.school,no,yes,no,may,wed,-1.8,93.876,-40,0.672,yes
52,admin.,married,university.degree,no,yes,no,may,wed,-1.8,93.876,-40,0.672,yes
18,student,single,unknown,no,no,no,may,wed,-1.8,93.876,-40,0.672,no
29,admin.,single,university.degree,no,no,no,may,wed,-1.8,93.876,-40,0.672,no
29,admin.,single,university.degree,no,yes,no,may,wed,-1.8,93.876,-40,0.672,yes
44,blue-collar,single,basic.6y,no,no,no,may,wed,-1.8,93.876,-40,0.672,no
27,student,married,high.school,no,yes,no,may,wed,-1.8,93.876,-40,0.672,no
20,student,single,unknown,no,yes,no,may,wed,-1.8,93.876,-40,0.672,yes
48,admin.,single,university.degree,no,yes,no,may,wed,-1.8,93.876,-40,0.672,no
46,management,married,basic.9y,no,yes,no,may,wed,-1.8,93.876,-40,0.672,no
72,retired,married,basic.4y,no,yes,no,may,wed,-1.8,93.876,-40,0.672,yes
36,technician,married,professional.course,no,yes,no,may,thu,-1.8,93.876,-40,0.677,no
37,technician,married,university.degree,no,yes,no,may,thu,-1.8,93.876,-40,0.677,yes
33,services,married,high.school,no,no,no,may,thu,-1.8,93.876,-40,0.677,yes
52,admin.,married,university.degree,no,yes,yes,may,thu,-1.8,93.876,-40,0.677,yes
52,admin.,married,university.degree,no,no,no,may,thu,-1.8,93.876,-40,0.677,yes
52,admin.,married,university.degree,no,no,no,may,thu,-1.8,93.876,-40,0.677,yes
52,admin.,married,university.degree,no,yes,no,may,thu,-1.8,93.876,-40,0.677,no
19,student,single,basic.4y,no,yes,no,may,thu,-1.8,93.876,-40,0.677,no
18,student,single,unknown,no,yes,no,may,thu,-1.8,93.876,-40,0.677,no
52,technician,married,university.degree,no,no,no,may,thu,-1.8,93.876,-40,0.677,yes
62,retired,married,professional.course,no,no,no,may,thu,-1.8,93.876,-40,0.677,no
31,student,single,unknown,no,no,no,may,thu,-1.8,93.876,-40,0.677,yes
78,retired,divorced,basic.4y,no,yes,no,may,fri,-1.8,93.876,-40,0.682,no
37,management,married,high.school,no,no,no,may,fri,-1.8,93.876,-40,0.682,yes
44,technician,married,university.degree,no,yes,no,may,fri,-1.8,93.876,-40,0.682,yes
30,student,single,high.school,no,no,no,may,fri,-1.8,93.876,-40,0.682,yes
44,technician,married,university.degree,no,no,yes,may,fri,-1.8,93.876,-40,0.682,no
30,student,single,high.school,no,no,no,may,fri,-1.8,93.876,-40,0.682,yes
60,retired,married,professional.course,no,yes,no,may,fri,-1.8,93.876,-40,0.682,no
44,technician,married,university.degree,no,no,no,may,fri,-1.8,93.876,-40,0.682,no
42,retired,single,basic.4y,unknown,yes,yes,may,fri,-1.8,93.876,-40,0.682,no
44,admin.,single,university.degree,no,yes,no,may,fri,-1.8,93.876,-40,0.682,yes
33,blue-collar,married,basic.6y,no,no,no,may,mon,-1.8,93.876,-40,0.682,no
82,retired,married,high.school,unknown,yes,no,may,mon,-1.8,93.876,-40,0.682,no
22,student,single,unknown,no,yes,no,may,mon,-1.8,93.876,-40,0.682,yes
38,entrepreneur,married,professional.course,no,no,no,may,mon,-1.8,93.876,-40,0.682,no
41,admin.,married,university.degree,no,no,no,may,mon,-1.8,93.876,-40,0.682,no
38,entrepreneur,married,professional.course,no,yes,no,may,mon,-1.8,93.876,-40,0.682,yes
46,admin.,single,high.school,no,yes,no,may,mon,-1.8,93.876,-40,0.682,no
56,technician,married,professional.course,no,yes,no,may,mon,-1.8,93.876,-40,0.682,yes
24,student,single,high.school,no,yes,no,may,tue,-1.8,93.876,-40,0.682,no
34,technician,married,unknown,no,yes,no,may,tue,-1.8,93.876,-40,0.682,no
54,technician,married,university.degree,no,yes,no,may,tue,-1.8,93.876,-40,0.682,no
50,admin.,married,university.degree,no,unknown,unknown,may,wed,-1.8,93.876,-40,0.682,no
59,admin.,divorced,basic.4y,no,yes,no,may,wed,-1.8,93.876,-40,0.682,yes
58,admin.,married,high.school,no,yes,no,may,wed,-1.8,93.876,-40,0.682,yes
50,admin.,married,university.degree,no,yes,no,may,wed,-1.8,93.876,-40,0.682,yes
77,retired,married,university.degree,no,yes,no,may,wed,-1.8,93.876,-40,0.682,yes
66,blue-collar,married,unknown,no,yes,no,may,wed,-1.8,93.876,-40,0.682,yes
50,admin.,married,high.school,no,yes,no,may,wed,-1.8,93.876,-40,0.682,no
61,management,married,university.degree,no,no,no,may,wed,-1.8,93.876,-40,0.682,yes
48,unemployed,married,professional.course,no,no,no,may,wed,-1.8,93.876,-40,0.682,yes
48,unemployed,married,professional.course,no,yes,no,may,wed,-1.8,93.876,-40,0.682,yes
50,admin.,married,high.school,no,no,no,may,wed,-1.8,93.876,-40,0.682,no
40,technician,married,professional.course,no,yes,no,may,wed,-1.8,93.876,-40,0.682,yes
30,admin.,single,high.school,no,yes,no,may,wed,-1.8,93.876,-40,0.682,no
60,admin.,married,unknown,no,yes,no,may,wed,-1.8,93.876,-40,0.682,yes
48,unemployed,married,professional.course,no,no,no,may,wed,-1.8,93.876,-40,0.682,yes
77,retired,married,university.degree,no,yes,no,may,wed,-1.8,93.876,-40,0.682,yes
30,admin.,single,high.school,no,no,no,may,wed,-1.8,93.876,-40,0.682,no
47,management,married,university.degree,no,yes,no,may,wed,-1.8,93.876,-40,0.682,no
34,management,single,university.degree,no,yes,no,may,thu,-1.8,93.876,-40,0.683,no
45,blue-collar,married,professional.course,no,yes,no,may,thu,-1.8,93.876,-40,0.683,yes
92,retired,married,unknown,no,yes,no,may,thu,-1.8,93.876,-40,0.683,no
58,management,married,university.degree,no,no,no,may,thu,-1.8,93.876,-40,0.683,yes
31,admin.,married,university.degree,no,yes,no,may,thu,-1.8,93.876,-40,0.683,yes
41,unemployed,married,basic.9y,no,yes,no,may,thu,-1.8,93.876,-40,0.683,yes
28,admin.,single,high.school,no,yes,no,may,thu,-1.8,93.876,-40,0.683,yes
29,admin.,single,university.degree,no,no,no,may,thu,-1.8,93.876,-40,0.683,yes
39,services,married,high.school,no,yes,no,may,thu,-1.8,93.876,-40,0.683,yes
70,retired,married,basic.4y,no,yes,no,may,thu,-1.8,93.876,-40,0.683,yes
40,admin.,single,basic.9y,no,yes,no,may,thu,-1.8,93.876,-40,0.683,yes
40,admin.,single,basic.9y,no,yes,no,may,thu,-1.8,93.876,-40,0.683,yes
28,admin.,single,high.school,no,yes,no,may,thu,-1.8,93.876,-40,0.683,no
60,management,married,unknown,no,yes,no,may,thu,-1.8,93.876,-40,0.683,yes
29,admin.,married,university.degree,no,yes,yes,may,fri,-1.8,93.876,-40,0.684,yes
52,management,married,university.degree,no,no,no,may,fri,-1.8,93.876,-40,0.684,yes
52,management,married,university.degree,no,no,no,may,fri,-1.8,93.876,-40,0.684,no
30,admin.,single,high.school,no,yes,no,may,fri,-1.8,93.876,-40,0.684,yes
47,technician,divorced,professional.course,no,no,yes,may,fri,-1.8,93.876,-40,0.684,no
32,admin.,married,university.degree,no,no,no,may,fri,-1.8,93.876,-40,0.684,no
41,admin.,married,university.degree,no,yes,no,may,fri,-1.8,93.876,-40,0.684,no
68,retired,married,basic.4y,no,yes,yes,may,fri,-1.8,93.876,-40,0.684,yes
33,technician,married,professional.course,no,yes,no,may,fri,-1.8,93.876,-40,0.684,yes
76,retired,married,basic.4y,no,yes,no,may,fri,-1.8,93.876,-40,0.684,yes
65,admin.,married,university.degree,no,yes,no,may,fri,-1.8,93.876,-40,0.684,yes
77,retired,married,unknown,no,yes,yes,may,fri,-1.8,93.876,-40,0.684,no
33,technician,married,professional.course,no,yes,yes,may,fri,-1.8,93.876,-40,0.684,no
52,management,married,university.degree,no,yes,no,may,fri,-1.8,93.876,-40,0.684,yes
33,admin.,single,university.degree,no,yes,no,may,fri,-1.8,93.876,-40,0.684,yes
71,admin.,married,basic.4y,no,yes,yes,may,fri,-1.8,93.876,-40,0.684,yes
29,student,single,university.degree,no,yes,no,may,mon,-1.8,93.876,-40,0.685,yes
63,retired,married,professional.course,no,yes,no,may,mon,-1.8,93.876,-40,0.685,no
33,admin.,married,university.degree,no,yes,no,may,mon,-1.8,93.876,-40,0.685,yes
33,admin.,married,university.degree,no,yes,yes,may,mon,-1.8,93.876,-40,0.685,no
54,admin.,married,professional.course,no,no,no,may,mon,-1.8,93.876,-40,0.685,no
60,blue-collar,married,basic.4y,no,yes,no,may,mon,-1.8,93.876,-40,0.685,yes
33,admin.,married,university.degree,no,no,no,may,mon,-1.8,93.876,-40,0.685,no
63,retired,married,professional.course,no,yes,yes,may,mon,-1.8,93.876,-40,0.685,yes
33,technician,married,university.degree,no,yes,no,may,mon,-1.8,93.876,-40,0.685,yes
74,retired,divorced,university.degree,no,yes,no,may,tue,-1.8,93.876,-40,0.688,yes
47,services,divorced,university.degree,no,yes,yes,may,tue,-1.8,93.876,-40,0.688,yes
50,unemployed,married,high.school,no,no,no,may,tue,-1.8,93.876,-40,0.688,yes
29,admin.,married,high.school,no,no,no,may,wed,-1.8,93.876,-40,0.69,no
48,self-employed,divorced,university.degree,no,no,no,may,wed,-1.8,93.876,-40,0.69,yes
28,student,single,high.school,no,no,yes,may,wed,-1.8,93.876,-40,0.69,yes
68,retired,married,professional.course,no,unknown,unknown,may,thu,-1.8,93.876,-40,0.692,no
68,retired,married,professional.course,no,no,yes,may,thu,-1.8,93.876,-40,0.692,yes
45,unknown,married,university.degree,no,yes,no,may,thu,-1.8,93.876,-40,0.692,no
45,management,married,basic.9y,no,yes,no,may,thu,-1.8,93.876,-40,0.692,no
46,admin.,married,university.degree,no,no,no,may,thu,-1.8,93.876,-40,0.692,yes
31,admin.,married,professional.course,no,yes,yes,may,thu,-1.8,93.876,-40,0.692,yes
58,management,married,university.degree,no,yes,no,may,thu,-1.8,93.876,-40,0.692,yes
31,unemployed,single,high.school,no,no,no,may,thu,-1.8,93.876,-40,0.692,no
34,admin.,married,high.school,no,yes,no,may,thu,-1.8,93.876,-40,0.692,no
46,admin.,married,university.degree,no,no,no,may,thu,-1.8,93.876,-40,0.692,yes
28,student,single,university.degree,no,unknown,unknown,may,fri,-1.8,93.876,-40,0.695,yes
31,services,single,basic.9y,no,yes,no,may,fri,-1.8,93.876,-40,0.695,yes
31,services,single,basic.9y,no,unknown,unknown,may,fri,-1.8,93.876,-40,0.695,no
61,blue-collar,married,basic.6y,no,yes,yes,may,fri,-1.8,93.876,-40,0.695,yes
41,management,married,unknown,no,yes,no,may,fri,-1.8,93.876,-40,0.695,yes
34,admin.,married,university.degree,no,no,no,may,fri,-1.8,93.876,-40,0.695,no
34,admin.,married,university.degree,no,yes,no,may,fri,-1.8,93.876,-40,0.695,yes
29,services,single,high.school,no,yes,no,may,fri,-1.8,93.876,-40,0.695,no
45,self-employed,married,high.school,no,no,no,may,fri,-1.8,93.876,-40,0.695,yes
28,student,single,university.degree,no,unknown,unknown,may,fri,-1.8,93.876,-40,0.695,yes
24,unemployed,single,high.school,no,no,yes,may,mon,-1.8,93.876,-40,0.697,yes
80,retired,married,basic.4y,no,no,no,may,mon,-1.8,93.876,-40,0.697,yes
51,management,married,university.degree,no,yes,no,may,mon,-1.8,93.876,-40,0.697,no
36,technician,divorced,professional.course,no,yes,no,may,mon,-1.8,93.876,-40,0.697,no
79,retired,married,basic.9y,no,yes,yes,may,mon,-1.8,93.876,-40,0.697,no
24,unemployed,single,high.school,no,yes,no,may,mon,-1.8,93.876,-40,0.697,yes
76,retired,divorced,basic.4y,no,yes,no,may,mon,-1.8,93.876,-40,0.697,yes
45,technician,single,university.degree,no,no,no,may,tue,-1.8,93.876,-40,0.697,yes
20,student,single,unknown,no,no,no,may,tue,-1.8,93.876,-40,0.697,yes
20,student,single,unknown,no,no,no,may,tue,-1.8,93.876,-40,0.697,yes
36,admin.,married,university.degree,no,no,no,may,tue,-1.8,93.876,-40,0.697,yes
36,admin.,married,university.degree,no,yes,no,may,tue,-1.8,93.876,-40,0.697,yes
77,retired,divorced,basic.4y,no,no,no,may,tue,-1.8,93.876,-40,0.697,yes
22,student,single,high.school,no,yes,no,may,tue,-1.8,93.876,-40,0.697,yes
46,blue-collar,married,professional.course,no,yes,no,may,wed,-1.8,93.876,-40,0.697,yes
69,retired,married,high.school,no,no,no,may,wed,-1.8,93.876,-40,0.697,yes
92,retired,divorced,unknown,unknown,no,no,may,wed,-1.8,93.876,-40,0.697,yes
64,housemaid,married,unknown,no,yes,no,may,wed,-1.8,93.876,-40,0.697,yes
31,technician,divorced,university.degree,no,no,no,may,wed,-1.8,93.876,-40,0.697,yes
84,retired,married,basic.9y,no,yes,no,may,wed,-1.8,93.876,-40,0.697,no
28,admin.,single,university.degree,no,no,no,may,wed,-1.8,93.876,-40,0.697,yes
28,admin.,married,high.school,no,no,yes,may,wed,-1.8,93.876,-40,0.697,yes
70,retired,divorced,high.school,no,yes,no,may,wed,-1.8,93.876,-40,0.697,yes
29,services,single,high.school,no,yes,no,may,thu,-1.8,93.876,-40,0.699,yes
60,retired,married,high.school,no,no,no,may,thu,-1.8,93.876,-40,0.699,yes
49,technician,married,university.degree,no,no,no,may,thu,-1.8,93.876,-40,0.699,no
49,technician,married,university.degree,no,yes,no,may,thu,-1.8,93.876,-40,0.699,yes
36,admin.,married,university.degree,no,yes,yes,may,thu,-1.8,93.876,-40,0.699,yes
37,student,divorced,university.degree,no,yes,no,may,thu,-1.8,93.876,-40,0.699,yes
40,blue-collar,divorced,basic.9y,no,yes,no,may,thu,-1.8,93.876,-40,0.699,no
43,blue-collar,single,high.school,no,no,yes,may,thu,-1.8,93.876,-40,0.699,no
43,technician,married,professional.course,no,no,no,may,thu,-1.8,93.876,-40,0.699,yes
34,technician,married,professional.course,no,yes,no,may,thu,-1.8,93.876,-40,0.699,no
54,admin.,divorced,basic.9y,no,yes,no,may,thu,-1.8,93.876,-40,0.699,no
79,retired,married,high.school,no,yes,no,may,thu,-1.8,93.876,-40,0.699,no
38,admin.,single,basic.9y,no,no,no,may,thu,-1.8,93.876,-40,0.699,yes
37,student,divorced,university.degree,no,yes,yes,may,thu,-1.8,93.876,-40,0.699,yes
61,admin.,married,unknown,no,no,no,may,thu,-1.8,93.876,-40,0.699,yes
22,student,single,high.school,unknown,yes,yes,may,thu,-1.8,93.876,-40,0.699,yes
35,unemployed,married,high.school,no,yes,no,may,fri,-1.8,93.876,-40,0.699,no
33,admin.,married,university.degree,no,yes,no,may,fri,-1.8,93.876,-40,0.699,no
23,unemployed,married,high.school,no,no,no,may,fri,-1.8,93.876,-40,0.699,no
32,services,single,university.degree,no,no,yes,may,fri,-1.8,93.876,-40,0.699,yes
25,technician,single,high.school,no,yes,no,may,fri,-1.8,93.876,-40,0.699,no
74,retired,married,professional.course,no,no,no,may,fri,-1.8,93.876,-40,0.699,no
29,technician,married,professional.course,no,no,no,may,fri,-1.8,93.876,-40,0.699,yes
30,admin.,single,university.degree,no,unknown,unknown,may,fri,-1.8,93.876,-40,0.699,yes
26,unemployed,married,basic.4y,no,no,no,may,fri,-1.8,93.876,-40,0.699,no
72,retired,single,university.degree,no,yes,yes,may,fri,-1.8,93.876,-40,0.699,no
33,admin.,married,university.degree,no,yes,no,may,fri,-1.8,93.876,-40,0.699,yes
72,retired,single,university.degree,no,no,no,may,fri,-1.8,93.876,-40,0.699,no
30,admin.,married,university.degree,no,no,yes,may,mon,-1.8,93.876,-40,0.701,no
49,technician,married,professional.course,no,yes,no,may,mon,-1.8,93.876,-40,0.701,no
31,unknown,single,high.school,no,yes,yes,may,mon,-1.8,93.876,-40,0.701,no
56,unemployed,married,basic.9y,no,no,no,may,mon,-1.8,93.876,-40,0.701,yes
29,technician,single,high.school,no,no,no,may,mon,-1.8,93.876,-40,0.701,no
27,student,single,basic.9y,no,yes,yes,may,mon,-1.8,93.876,-40,0.701,yes
47,admin.,single,university.degree,no,yes,yes,may,mon,-1.8,93.876,-40,0.701,no
31,unknown,single,high.school,no,no,no,may,mon,-1.8,93.876,-40,0.701,yes
31,unknown,single,high.school,no,no,no,may,mon,-1.8,93.876,-40,0.701,no
49,technician,single,university.degree,no,no,no,may,mon,-1.8,93.876,-40,0.701,no
42,management,single,high.school,no,yes,no,may,mon,-1.8,93.876,-40,0.701,no
47,admin.,single,university.degree,no,yes,no,jun,tue,-1.7,94.055,-39.8,0.702,no
37,admin.,single,university.degree,no,yes,yes,jun,tue,-1.7,94.055,-39.8,0.702,no
29,admin.,married,university.degree,no,yes,no,jun,tue,-1.7,94.055,-39.8,0.702,yes
29,blue-collar,single,basic.9y,no,no,no,jun,tue,-1.7,94.055,-39.8,0.702,no
25,services,single,unknown,no,yes,no,jun,tue,-1.7,94.055,-39.8,0.702,yes
25,services,single,unknown,no,yes,no,jun,tue,-1.7,94.055,-39.8,0.702,yes
76,housemaid,married,basic.4y,no,yes,no,jun,tue,-1.7,94.055,-39.8,0.702,yes
25,services,single,unknown,no,yes,no,jun,tue,-1.7,94.055,-39.8,0.702,yes
25,services,single,unknown,no,yes,no,jun,tue,-1.7,94.055,-39.8,0.702,no
39,admin.,married,high.school,no,yes,no,jun,tue,-1.7,94.055,-39.8,0.702,no
28,services,married,high.school,no,yes,yes,jun,tue,-1.7,94.055,-39.8,0.702,no
29,admin.,married,university.degree,no,no,yes,jun,tue,-1.7,94.055,-39.8,0.702,yes
23,technician,single,professional.course,unknown,yes,yes,jun,tue,-1.7,94.055,-39.8,0.702,no
59,retired,divorced,professional.course,no,no,no,jun,tue,-1.7,94.055,-39.8,0.702,no
30,technician,single,professional.course,no,no,no,jun,tue,-1.7,94.055,-39.8,0.702,no
76,housemaid,married,basic.4y,no,no,no,jun,tue,-1.7,94.055,-39.8,0.702,yes
51,technician,married,university.degree,no,yes,no,jun,tue,-1.7,94.055,-39.8,0.702,yes
39,technician,married,university.degree,no,no,yes,jun,tue,-1.7,94.055,-39.8,0.702,yes
20,technician,single,professional.course,no,yes,no,jun,tue,-1.7,94.055,-39.8,0.702,no
40,blue-collar,married,basic.6y,no,yes,no,jun,tue,-1.7,94.055,-39.8,0.702,no
52,admin.,divorced,university.degree,no,yes,no,jun,tue,-1.7,94.055,-39.8,0.702,no
34,blue-collar,married,basic.9y,no,no,no,jun,tue,-1.7,94.055,-39.8,0.702,no
22,admin.,single,university.degree,no,no,no,jun,wed,-1.7,94.055,-39.8,0.704,yes
48,admin.,divorced,high.school,no,no,no,jun,wed,-1.7,94.055,-39.8,0.704,yes
29,technician,single,professional.course,no,yes,no,jun,wed,-1.7,94.055,-39.8,0.704,yes
29,admin.,single,university.degree,no,yes,no,jun,wed,-1.7,94.055,-39.8,0.704,no
34,admin.,married,high.school,no,yes,no,jun,wed,-1.7,94.055,-39.8,0.704,yes
34,admin.,married,high.school,no,yes,no,jun,wed,-1.7,94.055,-39.8,0.704,no
32,unemployed,single,professional.course,no,yes,yes,jun,wed,-1.7,94.055,-39.8,0.704,yes
31,services,married,high.school,no,no,yes,jun,fri,-1.7,94.055,-39.8,0.707,no
52,self-employed,married,university.degree,no,yes,no,jun,fri,-1.7,94.055,-39.8,0.707,no
38,blue-collar,married,basic.6y,no,no,yes,jun,fri,-1.7,94.055,-39.8,0.707,no
38,blue-collar,married,basic.6y,no,no,no,jun,fri,-1.7,94.055,-39.8,0.707,no
38,blue-collar,married,basic.6y,no,yes,no,jun,fri,-1.7,94.055,-39.8,0.707,no
29,services,single,high.school,no,no,yes,jun,mon,-1.7,94.055,-39.8,0.711,no
28,admin.,married,high.school,no,no,yes,jun,mon,-1.7,94.055,-39.8,0.711,no
47,admin.,divorced,high.school,no,yes,no,jun,mon,-1.7,94.055,-39.8,0.711,yes
48,admin.,married,high.school,no,yes,no,jun,mon,-1.7,94.055,-39.8,0.711,no
32,blue-collar,single,basic.9y,no,yes,no,jun,tue,-1.7,94.055,-39.8,0.713,no
35,technician,single,professional.course,no,no,no,jun,tue,-1.7,94.055,-39.8,0.713,no
35,technician,single,professional.course,no,yes,no,jun,tue,-1.7,94.055,-39.8,0.713,yes
47,blue-collar,married,basic.9y,no,unknown,unknown,jun,tue,-1.7,94.055,-39.8,0.713,yes
47,blue-collar,married,basic.9y,no,no,no,jun,tue,-1.7,94.055,-39.8,0.713,no
21,student,single,high.school,no,yes,no,jun,tue,-1.7,94.055,-39.8,0.713,no
29,unemployed,single,university.degree,no,yes,no,jun,tue,-1.7,94.055,-39.8,0.713,no
26,entrepreneur,single,high.school,no,no,no,jun,tue,-1.7,94.055,-39.8,0.713,no
37,unemployed,married,high.school,no,yes,no,jun,tue,-1.7,94.055,-39.8,0.713,no
34,technician,married,high.school,no,yes,no,jun,wed,-1.7,94.055,-39.8,0.715,yes
29,admin.,single,university.degree,no,yes,no,jun,wed,-1.7,94.055,-39.8,0.715,yes
34,admin.,married,university.degree,no,no,no,jun,wed,-1.7,94.055,-39.8,0.715,yes
33,admin.,single,university.degree,no,no,no,jun,wed,-1.7,94.055,-39.8,0.715,yes
44,technician,married,university.degree,no,yes,no,jun,wed,-1.7,94.055,-39.8,0.715,yes
38,technician,single,high.school,no,no,no,jun,wed,-1.7,94.055,-39.8,0.715,no
29,admin.,single,university.degree,no,yes,no,jun,wed,-1.7,94.055,-39.8,0.715,no
44,technician,married,university.degree,no,no,no,jun,wed,-1.7,94.055,-39.8,0.715,yes
28,services,married,high.school,no,no,yes,jun,wed,-1.7,94.055,-39.8,0.715,yes
27,blue-collar,single,university.degree,no,no,no,jun,wed,-1.7,94.055,-39.8,0.715,no
29,admin.,single,university.degree,no,no,no,jun,wed,-1.7,94.055,-39.8,0.715,yes
27,admin.,married,high.school,no,yes,no,jun,wed,-1.7,94.055,-39.8,0.715,no
28,admin.,single,university.degree,no,no,no,jun,fri,-1.7,94.055,-39.8,0.719,no
37,admin.,married,university.degree,no,yes,no,jun,fri,-1.7,94.055,-39.8,0.719,no
37,admin.,married,university.degree,no,unknown,unknown,jun,fri,-1.7,94.055,-39.8,0.719,yes
35,admin.,single,university.degree,no,no,yes,jun,mon,-1.7,94.055,-39.8,0.72,no
50,management,married,university.degree,no,no,no,jun,mon,-1.7,94.055,-39.8,0.72,yes
36,management,divorced,university.degree,no,yes,no,jun,mon,-1.7,94.055,-39.8,0.72,yes
23,student,single,high.school,no,yes,no,jun,mon,-1.7,94.055,-39.8,0.72,yes
39,technician,married,university.degree,no,yes,no,jun,mon,-1.7,94.055,-39.8,0.72,yes
89,retired,divorced,basic.4y,no,no,no,jun,mon,-1.7,94.055,-39.8,0.72,yes
30,self-employed,married,university.degree,no,yes,no,jun,mon,-1.7,94.055,-39.8,0.72,yes
21,student,single,high.school,no,yes,no,jun,mon,-1.7,94.055,-39.8,0.72,yes
39,management,married,university.degree,no,no,no,jun,mon,-1.7,94.055,-39.8,0.72,no
30,self-employed,married,university.degree,no,no,no,jun,mon,-1.7,94.055,-39.8,0.72,yes
36,self-employed,single,university.degree,no,no,yes,jun,mon,-1.7,94.055,-39.8,0.72,yes
39,technician,married,university.degree,no,yes,no,jun,mon,-1.7,94.055,-39.8,0.72,yes
59,unemployed,married,basic.4y,no,yes,no,jun,mon,-1.7,94.055,-39.8,0.72,yes
35,technician,single,university.degree,no,no,no,jun,mon,-1.7,94.055,-39.8,0.72,no
35,admin.,single,university.degree,no,yes,no,jun,mon,-1.7,94.055,-39.8,0.72,yes
22,student,single,high.school,no,no,yes,jun,mon,-1.7,94.055,-39.8,0.72,yes
28,services,single,university.degree,no,no,no,jun,mon,-1.7,94.055,-39.8,0.72,no
37,admin.,married,university.degree,no,yes,no,jun,mon,-1.7,94.055,-39.8,0.72,no
44,services,single,high.school,no,no,no,jun,mon,-1.7,94.055,-39.8,0.72,no
33,services,married,high.school,no,no,no,jun,mon,-1.7,94.055,-39.8,0.72,no
27,admin.,married,university.degree,no,yes,no,jun,mon,-1.7,94.055,-39.8,0.72,no
29,self-employed,single,university.degree,no,yes,no,jun,mon,-1.7,94.055,-39.8,0.72,yes
25,student,single,high.school,no,no,no,jun,mon,-1.7,94.055,-39.8,0.72,yes
27,student,single,university.degree,no,no,yes,jun,mon,-1.7,94.055,-39.8,0.72,no
31,technician,married,professional.course,no,yes,no,jun,tue,-1.7,94.055,-39.8,0.723,yes
29,admin.,married,high.school,no,yes,no,jun,tue,-1.7,94.055,-39.8,0.723,yes
56,management,married,basic.6y,no,yes,no,jun,tue,-1.7,94.055,-39.8,0.723,yes
60,housemaid,married,basic.4y,no,yes,no,jun,tue,-1.7,94.055,-39.8,0.723,yes
29,admin.,married,high.school,no,unknown,unknown,jun,tue,-1.7,94.055,-39.8,0.723,no
31,technician,married,professional.course,no,yes,no,jun,tue,-1.7,94.055,-39.8,0.723,yes
31,technician,married,professional.course,no,yes,no,jun,tue,-1.7,94.055,-39.8,0.723,no
37,unemployed,married,university.degree,no,yes,no,jun,tue,-1.7,94.055,-39.8,0.723,no
35,management,divorced,university.degree,no,yes,yes,jun,tue,-1.7,94.055,-39.8,0.723,no
31,technician,married,professional.course,no,yes,no,jun,tue,-1.7,94.055,-39.8,0.723,yes
29,admin.,married,high.school,no,yes,no,jun,wed,-1.7,94.055,-39.8,0.727,yes
39,entrepreneur,single,university.degree,no,yes,no,jun,wed,-1.7,94.055,-39.8,0.727,no
33,blue-collar,married,basic.9y,no,yes,no,jun,wed,-1.7,94.055,-39.8,0.727,no
29,admin.,married,high.school,no,yes,no,jun,wed,-1.7,94.055,-39.8,0.727,yes
24,student,single,high.school,no,no,no,jun,wed,-1.7,94.055,-39.8,0.727,yes
28,management,single,university.degree,no,yes,no,jun,thu,-1.7,94.055,-39.8,0.729,yes
36,services,married,high.school,no,no,no,jun,thu,-1.7,94.055,-39.8,0.729,no
28,management,single,university.degree,no,yes,no,jun,thu,-1.7,94.055,-39.8,0.729,yes
29,technician,divorced,professional.course,no,yes,yes,jun,thu,-1.7,94.055,-39.8,0.729,no
43,blue-collar,married,professional.course,no,yes,yes,jun,thu,-1.7,94.055,-39.8,0.729,yes
38,blue-collar,single,high.school,no,yes,yes,jun,thu,-1.7,94.055,-39.8,0.729,no
24,student,single,high.school,no,yes,yes,jun,thu,-1.7,94.055,-39.8,0.729,no
24,student,single,high.school,no,yes,no,jun,thu,-1.7,94.055,-39.8,0.729,no
28,management,single,university.degree,no,yes,no,jun,thu,-1.7,94.055,-39.8,0.729,yes
78,retired,divorced,unknown,no,no,no,jun,thu,-1.7,94.055,-39.8,0.729,yes
24,student,single,high.school,no,no,yes,jun,thu,-1.7,94.055,-39.8,0.729,yes
78,retired,divorced,unknown,no,no,no,jun,thu,-1.7,94.055,-39.8,0.729,yes
65,unknown,married,unknown,no,yes,no,jun,thu,-1.7,94.055,-39.8,0.729,yes
26,admin.,single,university.degree,no,no,yes,jun,fri,-1.7,94.055,-39.8,0.732,no
33,admin.,married,university.degree,no,no,no,jun,fri,-1.7,94.055,-39.8,0.732,no
70,blue-collar,married,basic.4y,no,no,yes,jun,fri,-1.7,94.055,-39.8,0.732,yes
62,retired,divorced,high.school,no,yes,no,jun,fri,-1.7,94.055,-39.8,0.732,no
